title,author,answer,citation
As Long as We Both Shall Live April Lancaster 12,"McDaniel, Lurlene","[1, ""April Lancaster""]","['https://en.wikipedia.org/wiki/As_Long_as_We_Both_Shall_Live', 'https://www.goodreads.com/book/show/127450.As_Long_as_We_Both_Shall_Live', 'https://www.goodreads.com/book/show/127434.Till_Death_Do_Us_Part', 'https://yabookscentral.com/angels-in-pink-kathleens-story/', 'https://www.penguinrandomhouse.com/series/D3V/april-lancaster-series/']"
Dont Die My Love,"McDaniel, Lurlene","[1, ""Julie Ellis""]","['https://www.goodreads.com/book/show/6890922', 'https://www.barnesandnoble.com/w/dont-die-my-love-lurlene-mcdaniel/1100271452', 'https://www.penguinrandomhouse.com/books/111043/dont-die-my-love-by-lurlene-mcdaniel/', 'https://www.barnesandnoble.com/w/dont-die-my-love-lurlene-mcdaniel/1100271452?bvstate=pg%3A4%2Fct%3Ar', 'https://www.rhcbooks.com/books/111043/dont-die-my-love-by-lurlene-mcdaniel']"
The Sweet Far Thing Gemma Doyle 3,"Bray, Libba","[1, ""Gemma Doyle""]","['https://en.wikipedia.org/wiki/List_of_Gemma_Doyle_Trilogy_characters', 'https://www.pluggedin.com/book-reviews/sweet-far-thing/', 'https://www.goodreads.com/book/show/127459.The_Sweet_Far_Thing', 'https://jennifermorrill.wordpress.com/2009/03/31/the-sweet-far-thing/', 'https://parapith.weebly.com/book-summaries/the-sweet-far-thing']"
Fatal Shadows The Adrien English Mysteries 1,"Lanyon, Josh","[0, """"]","['https://goodreads.com/book/show/1274861.Fatal_Shadows__Adrien_English_Mystery___1_', 'https://leviosa8.livejournal.com/830259.html', 'https://www.goodreads.com/book/show/1274861.Fatal_Shadows', 'https://www.everand.com/book/193924632/Fatal-Shadows-The-Adrien-English-Mysteries-1', 'https://www.barnesandnoble.com/w/fatal-shadows-josh-lanyon/1004469132']"
Awakening The Watchers 1,"Bolton, Karice","[1, ""Ana""]","['https://www.goodreads.com/book/show/12748692-awakening', 'https://www.goodreads.com/book/show/12846930-awakening', 'https://bookbriefs.net/2012/06/25/reviewgveaway-the-watchers-trilogy-awakening-by-karice-bolton/', 'https://newbookrecommendation.com/summary-of-awakening-by-karice-bolton-a-detailed-synopsis/', 'https://www.sparknotes.com/lit/awakening/characters/']"
Bah Humbug A Christmas Street 1,"Horrocks, Heather","[1, ""Lexi Anderson""]","['https://www.goodreads.com/book/show/12749487-bah-humbug', 'https://www.goodreads.com/book/similar/48278315-a-christmas-worth-billions-silver-script-2', 'https://www.librarycat.org/lib/Catigerine/item/169220790', 'https://www.librarycat.org/lib/Catigerine/item/111188907', 'https://www.idcrawl.com/heather-horrocks']"
Game Changers Game Changers 1,"Lupica, Mike","[0, """"]","['https://www.goodreads.com/book/show/12750309-game-changers', 'https://tropesandtrifles.com/book/9780545381796', 'https://www.kobo.com/ca/en/ebook/game-changers-1', 'https://www.goodreads.com/book/similar/17890815-game-changers-game-changers-1', 'https://www.fictiondb.com/author/mike-lupica~21508.htm']"
Finale Hush Hush 4,"Fitzpatrick, Becca","[1, ""Nora Grey""]","['https://prettylittlememoirs.com/yafantasy-review-finale-by-becca/', 'https://www.goodreads.com/book/show/13547757-finale', 'https://crowdefeatsbooks.wordpress.com/2023/03/09/finally-with-finale-i-am-free-from-hush-hush-perhaps-the-worst-ya-book-series-of-all-time/', 'https://www.goodreads.com/book/show/16084437-finale', 'https://en.wikipedia.org/wiki/Hush,_Hush_(series)']"
Monument 14 Monument 14 1,"Laybourne, Emmy","[1, ""Astrid Heyman""]","['https://www.thebooksmugglers.com/2012/07/book-review-monument-14-by-emmy-laybourne.html', 'https://www.supersummary.com/monument-14/major-character-analysis/', 'https://www.goodreads.com/questions/318624-does-this-book-contain-any-romance', 'https://www.bookrags.com/studyguide-monument-14/characters.html', 'https://pagesplotsandpints.com/2012/06/23/monument-14-monument-14-1-emmy-laybourne/']"
Lucy in the Sky,Anonymous,"[1, """"]","['https://en.wikipedia.org/wiki/Lucy_in_the_Sky_(novel)', 'https://www.goodreads.com/book/show/12755252-lucy-in-the-sky', 'https://www.simonandschuster.com/books/Lucy-in-the-Sky/Anonymous/Anonymous-Diaries/9781442451858', 'https://www.bookey.app/book/lucy-in-the-sky', 'https://www.fantasticfiction.com/a/anonymousz/lucy-in-sky.htm']"
The Dolphins of Pern Pern 12,"McCaffrey, Anne","[0, """"]","['https://www.goodreads.com/book/show/127567.The_Dolphins_of_Pern', 'https://en.wikipedia.org/wiki/Dragonriders_of_Pern', 'https://en.wikipedia.org/wiki/List_of_Dragonriders_of_Pern_characters', 'https://tamsensb.wordpress.com/2014/12/05/characters-from-anne-mccaffreys-pern-series-possible-spoilers/']"
Dragonquest Dragonriders of Pern 2,"McCaffrey, Anne","[1, ""Lessa""]","['https://en.wikipedia.org/wiki/List_of_Dragonriders_of_Pern_characters', 'https://greenlightbookstore.com/book/9780345335081', 'https://app.thestorygraph.com/book_reviews/2a2a8c47-c703-45a7-9b86-938273246ba1?page=5', 'https://www.goodreads.com/book/show/238967', 'https://tamsensb.wordpress.com/2014/12/05/characters-from-anne-mccaffreys-pern-series-possible-spoilers/']"
The White Dragon The Dragonriders of Pern 3,"McCaffrey, Anne","[0, """"]","['https://en.wikipedia.org/wiki/List_of_Dragonriders_of_Pern_characters', 'https://www.fantasybookreview.co.uk/Anne-McCaffrey/The-White-Dragon.html', 'https://www.sffworld.com/forum/threads/is-ann-mccaffrey-just-for-young-women.363/', 'https://www.goodreads.com/book/show/17861308', 'https://www.goodreads.com/book/show/1332687']"
Inkheart  Inkspell  Inkdeath The Inkheart Trilogy 13,"Funke, Cornelia","[1, ""Meggie Folchart""]","['https://en.wikipedia.org/wiki/Inkheart_series', 'https://inkheartrilogy.weebly.com/character-study.html', 'https://corneliafunke.com/en/books/inkheart/', 'https://forums.welltrainedmind.com/topic/557502-ugh-inkheart-trilogy-i-didnt-realize/', 'http://www.readandfindout.com/books/messageboard/235460/?quote=paragraph']"
The Search for Delicious,"Babbitt, Natalie","[0, """"]","['https://bookbrief.io/books/the-search-for-delicious-natalie-babbitt/character-analysis', 'https://www.goodreads.com/book/show/12759', 'https://www.yourstagepartners.com/the-search-for-delicious-one-act-version', 'https://www.yourstagepartners.com/the-search-for-delicious', 'https://www.bookey.app/book/the-search-for-delicious']"
Few Things Left Unsaid,"Nagarkar, Sudeep","[1, ""Riya""]","['https://www.goodreads.com/book/show/25429919', 'https://caffeinatedmix.wordpress.com/2019/08/10/review-few-things-left-unsaid-by-sudeep-nagarkar/', 'https://www.goodreads.com/book/12760660-few-things-left-unsaid/questions', 'https://en.wikipedia.org/wiki/Sudeep_Nagarkar', 'https://storiesofalifetimeweb.files.wordpress.com/2017/03/few-things-left-unsaid-sudeep-nagarkar-wwwhindi-in.pdf']"
The Vision Fallen Star 3,"Sorensen, Jessica","[1, ""Gemma""]","['https://www.goodreads.com/book/show/12760903', 'https://www.pinterest.com/pin/books-to-read--428545720775760396/', 'https://www.goodreads.com/topic/show/17929657-a-z-female-challenge-2016', 'https://www.romance.io/topics/best/urban%20fantasy,college/6', 'https://personalization.mpi-inf.mpg.de/PERSPECTIVES23/GR10k_random/users_profile_item.title_random_sentence_csTrue_nnTrue.csv']"
  ,"Zusak, Markus","[1, ""Liesel Meminger""]","['https://motherdaughterbookclub.com/2008/10/getting-the-girl-book-review/', 'https://www.goodreads.com/list/show/104521.Strong_Female_Protagonists_in_Books_by_Male_Authors', 'https://timesofindia.indiatimes.com/life-style/books/web-stories/8-most-notable-books-with-strong-female-leads-and-characters/photostory/120401338.cms', 'https://lindajomartin.com/book-thief-review/', 'https://en.wikipedia.org/wiki/The_Book_Thief']"
A Kiss Before Dying,"Levin, Ira","[1, ""Ellen Kingship""]","['https://en.wikipedia.org/wiki/A_Kiss_Before_Dying_(novel)', 'https://www.imdb.com/title/tt0102220/', 'https://www.scribd.com/document/425491769/A-Kiss-Before-Dying-Character-Analysis', 'https://en.wikipedia.org/wiki/A_Kiss_Before_Dying_(1956_film)', 'https://theinvisibleevent.com/2020/05/07/a-kiss-before-dying-by-ira-levin/']"
Aztec,"Falconer, Colin","[1, ""Malinali Tepenal (Malinche)""]","['https://alvaradofrazier.com/category/colin-falconer/', 'https://www.historyandwomen.com/2012/04/most-hated-woman-in-mexico-by-colin.html', 'https://en.wikipedia.org/wiki/La_Malinche', 'https://www.goodreads.com/book/show/4915662', 'https://www.goodreads.com/book/show/221222117-feathered-serpent']"
Point of Impact Bob Lee Swagger 1,"Hunter, Stephen","[0, """"]","['https://en.wikipedia.org/wiki/Bob_Lee_Swagger', 'https://en.wikipedia.org/wiki/Point_of_Impact_(Stephen_Hunter_novel)', 'https://www.goodreads.com/book/show/6568683-point-of-impact', 'https://readerslibrary.org/wp-content/uploads/Point-of-Impact.pdf', 'https://www.bookrags.com/studyguide-point-of-impact/']"
All Yours,"Piñeiro, Claudia","[1, ""Inés""]","['https://beautyisasleepingcat.com/2012/04/01/claudia-pineiro-all-yours-tuya-2003-an-argentinian-crime-novel/', 'https://petronatwo.wordpress.com/2011/10/07/book-review-all-yours-by-claudia-pineiro/', 'https://www.schavelzongraham.com/en/libro/tuya/', 'https://swiftlytiltingplanet.wordpress.com/2012/01/18/all-yours-by-claudia-pineiro/', 'https://www.bitterlemonpress.com/blogs/press-reviews/19950211-reviews-for-all-yours-by-claudia-pineiro']"
Montana Dawn McCutcheon Family Series Book 1,"Fyffe, Caroline","[1, ""Faith Brown""]","['https://www.goodreads.com/book/show/12909558-montana-dawn', 'https://www.justbooktalk.com/2015/07/montana-dawn-mccutcheon-family-series.html', 'https://www.carolinefyffe.com/books/the-mccutcheon-family-series/montana-dawn/', 'https://www.goodreads.com/series/68117-mccutcheon-family', 'https://www.barnesandnoble.com/w/montana-dawn-caroline-fyffe/1110842988']"
The Icebound Land Rangers Apprentice 3,"Flanagan, John","[1, ""Evanlyn (Cassandra)""]","['https://earnestlyeccentric.wordpress.com/2023/10/27/the-icebound-land-rangers-apprentice-3/', 'https://www.librarycat.org/lib/skullduggery/item/46407131', 'https://en.wikipedia.org/wiki/The_Icebound_Land', 'https://www.goodreads.com/book/show/127823', 'https://www.pluggedin.com/book-reviews/icebound-land/']"
Dont Want You Like a Best Friend Mischief  Matchmaking 1,"Alban, Emma R.","[1, ""Beth Demeroven""]","['http://lolasreviews.com/review-dont-want-you-like-a-best-friend-by-emma-r-alban/', 'https://alesbianandherlaptop.com/2024/03/08/dont-want-you-like-a-best-friend/', 'https://literarytreats.com/2024/01/26/review-dont-want-you-like-a-best-friend-emma-r-alban/', 'https://smexybooks.com/2024/01/review-dont-want-you-like-a-best-friend-by-emma-r-alban.html', 'https://sobrief.com/books/dont-want-you-like-a-best-friend']"
The House at Riverton,"Morton, Kate","[1, ""Hannah Hartford""]","['https://en.wikipedia.org/wiki/The_House_at_Riverton', 'http://www.foreverlostinliterature.com/2015/06/the-house-at-riverton-by-kate-morton.html', 'https://cannonballread.com/2014/05/narfna-the-house-at-riverton/', 'https://theludicreader.com/2012/08/08/the-house-at-riverton-kate-morton/', 'https://novelmeals.wordpress.com/2015/04/11/the-house-at-riverton/']"
Dance of Shadows Dance of Shadows 1,"Black, Yelena","[1, ""Vanessa Adler""]","['https://www.goodreads.com/book/show/12788061-dance-of-shadows', 'http://www.kathryns-inbox.com/2013/08/review-dance-of-shadows-by-yelena-black.html', 'https://ianwoodnovellum.blogspot.com/2013/09/dance-of-shadows-by-yelena-black.html', 'https://yabookscentral.com/dance-of-shadows-dance-of-shadows-1/', 'https://www.barnesandnoble.com/w/dance-of-shadows-yelena-black/1110956111']"
Small Vices Spenser 24,"Parker, Robert B.","[1, ""Susan Silverman""]","['https://www.goodreads.com/book/show/620.Small_Vices', 'https://www.imdb.com/title/tt0181837/', 'https://www.goodreads.com/book/show/297477.Small_Vices', 'https://www.whistlestoppers.com/robert-b-parker/small-vices-spenser-24', 'https://www.caldera-records.com/small-vices']"
Spirit Wolf Wolves of the Beyond 5,"Lasky, Kathryn","[0, """"]","['https://www.remaininthegame.ca/access?textid=Z69q436&FilesData=Wolves_Of_The_Beyond_Series_Books.pdf', 'https://vlearning.fcetbichi.edu.ng/About/detail/Download_PDFS/Wolves_Of_The_Beyond.pdf', 'https://foet.cinec.edu/textbooks/threads/download/wolves_of_the_beyond.pdf', 'https://www.goodreads.com/book/show/12794678-spirit-wolf', 'https://www.barnesandnoble.com/w/spirit-wolf-kathryn-lasky/1109229001?bvstate=pg%3A2%2Fct%3Ar']"
The Grand Finale,"Evanovich, Janet","[1, ""Berry Knudson""]","['https://www.goodreads.com/book/show/40352', 'https://dgs.swanlibraries.net/GroupedWork/ae751231-b040-76bc-8657-cac54529bbf8-eng/Home?searchId=152009014&recordIndex=12&page=3&searchSource=local', 'https://www.barnesandnoble.com/w/the-grand-finale-janet-evanovich/1100552169', 'https://search.icpl.org/Record/7e5764df-3246-4096-bf5a-3c720422b9ce', 'https://en.wikipedia.org/wiki/Janet_Evanovich']"
Genghis Birth of an Empire Conqueror 1,"Iggulden, Conn","[1, ""Borte""]","['https://hookofabook.wordpress.com/2014/11/03/the-tiger-queens-women-of-genghis-khan-is-enthralling-epic/', 'https://www.goodreads.com/book/show/1279686', 'https://manoflabook.com/wp/book-review-genghis-birth-of-an-empire-by-conn-iggulden/', 'https://en.wikipedia.org/wiki/The_Secret_History_of_the_Mongol_Queens', 'http://ancientbooks.blogspot.com/2011/02/review-genghis-trilogy-by-conn-iggulden.html']"
Bound Arelia LaRue 1,"Saito, Kira","[1, ""Arelia LaRue""]","['https://www.goodreads.com/book/show/13013740-bound', 'https://carriesbookreviews.com/page/1846/', 'https://www.romance.io/topics/newest/college,mystery/41', 'https://www.goodreads.com/book/similar/18041743-the-rock-star-s-daughter-treadwell-academy-1', 'https://s.gr-assets.com/list/show/23017.FREE_Ebooks_For_Teens?tab=author']"
A Thousand Splendid Suns,"Hosseini, Khaled","[1, ""Mariam""]","['https://www.researchpublish.com/upload/book/Afghan%20Female%20Characters-4596.pdf', 'https://www.sparknotes.com/lit/thousand-splendid-suns/characters/', 'https://www.litcharts.com/lit/a-thousand-splendid-suns/characters', 'https://www.gradesaver.com/a-thousand-splendid-suns/study-guide/character-list', 'https://en.wikipedia.org/wiki/A_Thousand_Splendid_Suns']"
The Betrayed,"Hosp, David","[1, ""Sydney Chapin""]","['https://www.goodreads.com/book/show/8606181-the-betrayed', 'https://themysterysite.com/mystery-novel/david-hosp-the-betrayed/', 'https://www.audiofilemagazine.com/reviews/read/26797/the-betrayed-by-david-hosp/', 'https://www.barnesandnoble.com/w/the-betrayed-david-hosp/1100304521', 'https://toledo.bibliocommons.com/item/show/106557980']"
Carry On Mr Bowditch,"Latham, Jean Lee","[0, """"]","['https://www.litcharts.com/lit/carry-on-mr-bowditch/characters', 'https://www.gradesaver.com/carry-on-mr-bowditch/study-guide/character-list', 'https://www.litcharts.com/lit/carry-on-mr-bowditch/characters/lizza-bowditch', 'https://www.supersummary.com/carry-on-mr-bowditch/major-character-analysis/', 'https://halibut-calliope-jtsf.squarespace.com/s/TeacherGuide-CarryOnMrBowditch.pdf']"
Decadent Wicked Lovers 2,"Black, Shayla","[1, ""Kimber Edgington""]","['https://www.goodreads.com/book/show/16087865-decadent', 'https://goodreads.com/book/show/16087865', 'https://eager-reader.com/2017/11/03/review-decadent-wicked-lovers-2-by-shayla-black/', 'https://www.romance.io/series/58fe0a4a9096bf31c42d2d0c/wicked-lovers', 'https://www.regulatorbookshop.com/book/9798200081080']"
The Power of the Dog,"Savage, Thomas","[1, ""Rose""]","['https://vickster51corner.wordpress.com/2021/08/29/book-review-the-power-of-the-dog-by-thomas-savage/', 'https://en.wikipedia.org/wiki/The_Power_of_the_Dog_(film)', 'https://news.colby.edu/story/the-power-of-tom-savage/', 'https://app.mt.gov/shop/mhsstore/the-power-of-the-dog-a-novel-by-thomas-savage-new-edition', 'https://www.mediaversityreviews.com/film-reviews/2022/3/12/the-power-of-the-dog']"
The Pigman The Pigman 1,"Zindel, Paul","[1, ""Lorraine Jensen""]","['https://www.sparknotes.com/lit/the-pigman/characters/', 'https://www.litcharts.com/lit/the-pigman/characters', 'https://en.wikipedia.org/wiki/The_Pigman', 'https://www.gradesaver.com/the-pigman/study-guide/character-list', 'https://www.enotes.com/topics/pigman/questions/who-miss-reillen-50867']"
172 Hours on the Moon,"Harstad, Johan","[1, ""Mia""]","['https://en.wikipedia.org/wiki/Darlah', 'https://alyssajlewis.livejournal.com/46263.html', 'https://katespofford.com/2012/03/15/review-172-hours-on-the-moon/', 'https://anettereads.wordpress.com/2016/05/08/kind-of-doctor-who-ish-172-hours-on-the-moon-by-johan-harstad-review/', 'http://thewhimsybookworm.blogspot.com/2013/07/review-172-hours-on-moon-by-johan.html']"
Evidence of Things Unseen,"Wiggins, Marianne","[1, ""Opal""]","['https://bookconscious.wordpress.com/2020/09/15/evidence-of-things-unseen-by-marianne-wiggins/', 'https://www.idlethumbs.net/forums/topic/8232-idle-book-club-episode-4-evidence-of-things-unseen/', 'https://mvlc.overdrive.com/mvlc-billerica/availablenow/media/7454366', 'https://www.kirkusreviews.com/book-reviews/marianne-wiggins/evidence-of-things-unseen/', 'https://www.youtube.com/watch?v=Knq-yFQzrr8']"
Days of Blood  Starlight Daughter of Smoke  Bone 2,"Taylor, Laini","[1, ""Karou""]","['https://en.wikipedia.org/wiki/List_of_Daughter_of_Smoke_and_Bone_characters', 'https://en.wikipedia.org/wiki/Days_of_Blood_and_Starlight', 'https://goodreads.com/book/show/12812550.Days_of_Blood___Starlight__Daughter_of_Smoke___Bone___2_', 'https://www.darkmatterzine.com/days-of-blood-and-starlight/', 'https://wordspagesbooks.blog/2020/09/17/review-days-of-blood-starlight-by-laini-taylor/']"
Roll of Thunder Gift Set Roll of Thunder Hear My Cry Let the Circle Be Unbroken the Road to Memphis,"Taylor, Mildred D.","[1, ""Cassie Logan""]","['https://www.goodreads.com/book/show/128129.Roll_of_Thunder_Gift_Set', 'https://www.etsy.com/listing/1749037902/cassie-logan-roll-of-thunder-hear-my-cry', 'https://www.barnesandnoble.com/w/roll-of-thunder-hear-my-cry-mildred-d-taylor/1100734256?bvstate=pg%3A3%2Fct%3Ar', 'https://rollingthundergamecalls.com/products/digital-gift-card', 'https://www.gradesaver.com/roll-of-thunder-hear-my-cry/study-guide/character-list']"
Invisible Monsters Remix,"Palahniuk, Chuck","[1, ""Shannon McFarland""]","['https://en.wikipedia.org/wiki/Invisible_Monsters', 'https://app.thestorygraph.com/book_reviews/c7c52479-0783-405c-8584-68b96148adc9?page=16', 'https://www.goodreads.com/book/show/12813565-invisible-monsters-remix', 'https://www.kqed.org/arts/102709/invisible_monsters_remix', 'https://bearworks.missouristate.edu/cgi/viewcontent.cgi?article=4876&context=theses']"
The Coldest Girl in Coldtown,"Black, Holly","[1, ""Tana""]","['http://www.millennialbeautysisters.com/the-coldest-girl-in-coldtown-by-holly-black-book-review/', 'https://www.goodreads.com/book/show/17406279-the-coldest-girl-in-coldtown', 'http://strangehorizons.com/wordpress/non-fiction/reviews/the-coldest-girl-in-coldtown-by-holly-black/', 'https://nerdybookclub.wordpress.com/2015/02/04/the-coldest-girl-in-coldtown-by-holly-black-review-by-meg-cannistra/', 'https://steepingstories.wordpress.com/2020/04/08/why-the-coldest-girl-in-coldtown-by-holly-black-is-the-best-vampire-novel-ive-ever-read/']"
A Midsummers Nightmare Hamilton High 3,"Keplinger, Kody","[1, ""Whitley Johnson""]","['https://www.goodreads.com/book/show/12813860-a-midsummer-s-nightmare', 'http://www.fwiwreviews.net/2013/07/review-secrets-and-lies-by-kody.html', 'https://m.barnesandnoble.com/w/a-midsummers-nightmare-kody-keplinger/1106244212?A=9780316202121&bvstate=pg%3A2%2Fct%3Ar', 'https://dearauthor.com/book-reviews/overall-b-reviews/b-plus-reviews/review-a-midsummers-nightmare-by-kody-keplinger/', 'https://bookmarklit.net/2015/07/18/review-lying-out-loud/']"
Yesterdays Gone Season One,"Platt, Sean","[0, """"]","['https://www.goodreads.com/book/show/13483658-yesterday-s-gone', 'https://www.kickstarter.com/projects/sterlingandstone/yesterdays-gone-season-one-special-edition-hardcover/description?category_id=Q2F0ZWdvcnktNDc', 'https://kingofthenerds.wordpress.com/2014/02/19/review-yesterdays-gone-season-1-by-sean-platt-and-david-w-wright/', 'https://www.goodreads.com/book/show/12814430.Yesterday_s_Gone__Season_One', 'https://www.goodreads.com/book/show/12814430-yesterday-s-gone']"
What Happens Next,"Clayton, Colleen","[1, ""Cassidy 'Sid' Murphy""]","['https://www.goodreads.com/book/show/12819342-what-happens-next', 'https://www.hachettebookgroup.com/titles/colleen-clayton/what-happens-next/9780316198691/', 'https://www.barnesandnoble.com/w/what-happens-next-colleen-clayton/1108616383', 'https://dam.assets.ohio.gov/image/upload/library.ohio.gov/ctro-files/2015-2016/What_Happens_Next_toolkit.pdf', 'https://theludicreader.com/2015/11/06/what-happens-next-colleen-clayton/']"
Edenbrooke Edenbrooke 1,"Donaldson, Julianne","[1, ""Marianne Daventry""]","['https://kellynrothauthor.com/2016/03/28/edenbrooke-by-julianne-donaldson/', 'https://www.bookishwayfarer.com/blog/review-edenbrooke-by-julianne-donaldson', 'https://www.goodreads.com/book/show/12820360-edenbrooke', 'https://booksatruestory.com/2014/03/11/book-review-edenbrooke-julianne-donaldson/', 'https://booksforchristiangirls.blogspot.com/2016/11/edenbrooke-by-julianne-donaldson.html']"
The Oath of the Vayuputras Shiva Trilogy 3,"Tripathi, Amish","[1, ""Sati""]","['https://en.wikipedia.org/wiki/The_Oath_of_the_Vayuputras', 'http://iisjoa.org/sites/default/files/iisjoa/April%202023/15.pdf', 'http://www.ijirmf.com/wp-content/uploads/IJIRMF201911018.pdf', 'https://www.goodreads.com/book/show/17452193-the-oath-of-the-vayuputras']"
The Chimera Vector The Fifth Column 1,"Farrugia, Nathan M.","[1, """"]","['https://www.goodreads.com/book/show/29777445', 'https://www.barnesandnoble.com/w/the-chimera-vector-nathan-m-farrugia/1111033981', 'https://www.kobo.com/in/en/ebook/the-fifth-column-series-books-1-4', 'https://www.drivethrufiction.com/browse.php?filters=0_0_0_0_44424_0&author=M&src=fid44424&page=1&sort=2a', 'https://www.goodreads.com/en/book/show/17740070-the-seraphim-sequence']"
The Honorable Imposter 1620 The House of Winslow 1,"Morris, Gilbert","[1, ""Humility Cooper""]","['https://www.goodreads.com/book/show/128243.The_Honorable_Imposter_1620__House_of_Winslow__1_', 'https://www.goodreads.com/book/show/128243.The_Honorable_Imposter', 'https://www.whitepinebooks.com/products/author/Gilbert,%20E.%20L./~/product_title_asc?page=8', 'https://www.bookseries.org/authors/gilbert-morris/', 'https://www.whatshouldireadnext.com/isbn/0842339523']"
Partners in Crime Sleuth or Dare 1,"Harrington, Kim","[1, ""Darcy""]","['https://www.goodreads.com/book/show/12825820-partners-in-crime', 'https://www.goodreads.com/book/13648130-partners-in-crime/questions', 'https://www.pinterest.com/pin/170714642097051462/', 'https://yabooknerd.blogspot.com/2017/03/', 'https://www.ffcp.garena.com/scholarship/exam-solutions/course-materials/the_thief_figurative_language.pdf']"
Strong Motion,"Franzen, Jonathan","[1, ""Renée Seitchek""]","['https://feministtexicanreads.wordpress.com/2013/04/22/strong-motion/', 'https://reading-in-bed.com/2016/02/26/my-first-franzen-motion-sickness-strong-motion-1992/', 'https://reading-in-bed.com/2016/03/05/my-first-franzen-eff-you-and-your-flat-female-characters-freedom-2010/', 'https://andyquan.com/774/', 'https://www.barnesandnoble.com/blog/strong-motion/']"
A Dangerous Woman,"Morris, Mary McGarry","[1, ""Martha Horgan""]","['https://www.goodreads.com/book/show/128277.A_Dangerous_Woman', 'https://marymcgarrymorris.com/books/a-dangerous-woman/', 'https://kittymariebookreviews.home.blog/2019/08/15/book-review-a-dangerous-woman-by-mary-mcgarry-morris/', 'https://www.penguinrandomhouse.com/books/117538/a-dangerous-woman-by-mary-mcgarry-morris/', 'https://www.barnesandnoble.com/w/a-dangerous-woman-mary-mcgarry-morris/1002595656']"
Fated Soul Seekers 1,"Noel, Alyson","[1, ""Daire Santos""]","['https://goodreads.com/book/show/12829446.Fated__Soul_Seekers___1_', 'https://yabookscentral.com/fated-soul-seekers/', 'http://blogofabookaholic.blogspot.com/2013/07/review-fated-alyson-noel.html', 'https://www.goodreads.com/book/12829446-fated/questions', 'https://www.bookloft.com/book/9780312575656']"
Reid Alleje 1 Stallion 24,"(PHR), Sofia","[0, """"]","['https://exmon01.external.cshl.edu/form-library/browse/HomePages/Reid_Alleje_1_Stallion_24_Sofia_Phr.pdf', 'https://exmon01.external.cshl.edu/form-library/uploaded-files/HomePages/Reid_Alleje_1_Stallion_24_Sofia_Phr.pdf', 'https://www.treca.org/papersCollection/virtual-library/HomePages/reid_alleje_1_stallion_24_sofia_phr.pdf', 'https://carnavalderua.prefeitura.sp.gov.br/textbook-solutions/browse/index_htm_files/Reid_Alleje_1_Stallion_24_Sofia_Phr.pdf', 'https://elearning.ndu.edu.ng/About/book-search/HomePages/reid_alleje_1_stallion_24_sofia_phr.pdf']"
Discord Ther Melian 3,"M.S., Shienny","[0, """"]","['https://www.goodreads.com/en/book/show/12831714', 'https://www.goodreads.com/book/show/12831714-discord', 'http://www.thebookielooker.com/p/reviews-list.html', 'http://www.thebookielooker.com/p/blog-page.html', 'https://justaveragereader.blogspot.com/2021/04/hush-little-baby-by-anggun-prameswari.html']"
Sweetness Bold As Love 1,"Paige, Lindsay","[1, ""Emily""]","['https://www.goodreads.com/book/similar/17988239-sweetness', 'https://www.romance.io/topics/best/north-carolina,contemporary/13', 'https://www.romance.io/topics/most/sports,north-america/27', 'https://www.idcrawl.com/lindsay-paige', 'https://www.goodreads.com/book/show/12837682-sweetness']"
You Were My Crushtill you said you love me,"Datta, Durjoy","[1, ""Shaina""]","['https://www.goodreads.com/book/show/12839937-you-were-my-crush-till-you-said-you-love-me', 'https://www.mouthshut.com/review/you-were-my-crush-till-you-said-you-love-me-durjoy-datta-orvana-ghai-review-mrlrtqpllr', 'https://www.mouthshut.com/review/you-were-my-crush-till-you-said-you-love-me-durjoy-datta-orvana-ghai-review-omsplplsmr', 'https://ujvalslounge.wordpress.com/2012/09/27/book-review-you-were-my-crush-till-you-said-you-love-me/', 'https://www.goodreads.com/book/show/21289585-you-were-my-crush']"
Demons are a Ghouls Best Friend Ghost Hunter Mystery 2,"Laurie, Victoria","[0, """"]","['https://www2.parklanejewelry.com/files/publication/Download_PDFS/and_then_there_were_none_with_answer_key_detective_english_readers.pdf', 'https://www.goodreads.com/book/show/1284050', 'https://www.target.com/p/demons-are-a-ghoul-s-best-friend-ghost-hunter-mystery-by-victoria-laurie-paperback/-/A-91815933', 'https://www.barnesandnoble.com/w/demons-are-a-ghouls-best-friend-victoria-laurie/1100314720?ean=9781101211717&bvstate=pg%3A2%2Fct%3Ar', 'https://www.goodreads.com/book/show/1284050.Demons_are_a_Ghoul_s_Best_Friend']"
Just One Year Just One Day 2,"Forman, Gayle","[0, """"]","['https://pagesplotsandpints.com/2013/11/11/just-one-year-just-one-day-2-gayle-forman/', 'https://www.goodreads.com/book/show/12842134-just-one-year', 'https://www.loveisnotatriangle.com/2013/09/just-one-year-by-gayle-forman.html', 'https://www.thatartsyreadergirl.com/reviews/series/just-one-day/', 'https://bookshelffantasies.com/2013/11/13/book-review-just-one-year/']"
Keeper of the Lost Cities Keeper of the Lost Cities 1,"Messenger, Shannon","[1, ""Sophie Foster""]","['https://shannonmessenger.com/characters-bios.html', 'https://shannonmessenger.com/keeper-of-lost-cities.html', 'https://www.keeperofthelostcities.com/characters/sophie.html', 'https://en.wikipedia.org/wiki/Keeper_of_the_Lost_Cities', 'https://stonesoup.com/post/keeper-of-the-lost-cities-book-1-reviewed-by-nova-11/']"
