title,author,answer,citation
The Pledge,"Dürrenmatt, Friedrich","[0, """"]","['https://en.wikipedia.org/wiki/The_Pledge:_Requiem_for_the_Detective_Novel', 'https://www.tvguide.com/movies/the-pledge/cast/2030046328/', 'https://booksyo.wordpress.com/2017/05/05/the-pledge-by-friedrich-durrenmatt/', 'https://www.imdb.com/title/tt0237572/fullcredits', 'https://www.goodreads.com/book/show/73480.The_Pledge']"
Gadis Pantai,"Toer, Pramoedya Ananta","[1, ""Gadis Pantai""]","['http://repository.uki.ac.id/1821/1/Women%E2%80%99s%20Struggle%20For%20Existence%20Women%20Culture%20and%20Creativity-Sitepu.pdf', 'https://eudl.eu/doi/10.4108/eai.4-11-2020.2314161', 'https://eudl.eu/pdf/10.4108/eai.4-11-2020.2314161', 'https://www.ebsco.com/research-starters/literature-and-writing/girl-coast-pramoedya-ananta-toer', 'https://files.eric.ed.gov/fulltext/EJ1386031.pdf']"
City of Ghosts Downside Ghosts 3,"Kane, Stacia","[1, ""Chess Putnam""]","['https://www.goodreads.com/book/show/7352840-city-of-ghosts', 'https://www.goodreads.com/topic/show/655364-suicidal-or-self-destructive-heroines', 'https://www.escapistbookblog.com/?p=9718', 'https://app.thestorygraph.com/book_reviews/99a818ae-f86c-4240-af50-671c01839a7a', 'https://www.shortform.com/best-books/genre/best-ghost-books-of-all-time']"
Five on a Hike Together Famous Five 10,"Blyton, Enid","[1, ""George""]","['https://en.wikipedia.org/wiki/Five_on_a_Hike_Together', 'https://bookbrief.io/books/five-on-a-hike-together-enid-blyton/character-analysis', 'https://www.enidblyton.net/famous-five/meet-the-characters.html', 'https://www.enidblytonsociety.co.uk/book-details.php?id=203', 'https://en.wikipedia.org/wiki/The_Famous_Five']"
The Shipping News,"Proulx, Annie","[0, """"]","['https://www.sparknotes.com/lit/shipping/characters/', 'https://www.litcharts.com/lit/the-shipping-news/characters', 'https://www.coursehero.com/lit/The-Shipping-News/characters/', 'https://en.wikipedia.org/wiki/The_Shipping_News', 'https://www.enotes.com/topics/shipping-news-proulx/characters']"
Darke Septimus Heap 6,"Sage, Angie","[1, ""Jenna Heap""]","['https://en.wikipedia.org/wiki/List_of_Septimus_Heap_characters', 'https://www.goodreads.com/book/show/7355137-darke', 'https://en.wikipedia.org/wiki/Septimus_Heap', 'https://www.goodreads.com/book/show/11406407-darke', 'https://herstoryarc.com/2015/04/08/why-harry-potter-fans-should-read-septimus-heap/']"
The Twins at St Clares,"Blyton, Enid","[1, ""Pat O'Sullivan""]","['https://www.enidblyton.net/st-clares/the-twins-at-st-clares.html', 'https://worldofblyton.com/tag/st-clares/', 'http://suesbookreviews.blogspot.com/2024/08/the-twins-at-st-clares-by-enid-blyton.html', 'https://worldofblyton.com/2014/03/28/the-twins-at-st-clares-a-review/', 'http://www.enidblytonsociety.co.uk/forums/viewtopic.php?t=2624']"
The OSullivan Twins,"Blyton, Enid","[1, ""Patricia O'Sullivan""]","['https://worldofblyton.com/tag/the-osullivan-twins/', 'https://worldofblyton.com/2015/06/12/the-twinniest-twins-the-osullivan-twins/', 'https://authordebbieyoung.com/2020/07/15/my-favourite-school-stories-the-osullivan-twins-with-madeleine-deste/', 'https://writingtipsoasis.com/nostalgic-summer-re-read-review-the-osullivan-twins-st-clares-2-by-enid-blyton/', 'https://helenredfernwriter.com/blog/toffee-from-the-osullivan-twins-at-st-clares']"
LudintheMist,"Mirrlees, Hope","[0, """"]","['https://www.blackgate.com/2020/12/04/lud-in-the-mist-by-hope-mirrlees/', 'https://www.goodreads.com/book/show/73574.Lud_in_the_Mist', 'https://en.wikipedia.org/wiki/Lud-in-the-Mist', 'https://forums.somethingawful.com/showthread.php?threadid=3781830', 'https://www.goodreads.com/book/show/40534006']"
The Grand Design Tyrants and Kings 2,"Marco, John","[0, """"]","['https://www.goodreads.com/book/show/735994.The_Grand_Design', 'https://www.sffworld.com/2004/12/bookreview166/', 'http://www.publishersweekly.com/9780553380224', 'https://www.writerswrite.com/journal/john-marco-2021', 'https://www.sfsite.com/08a/gd86.htm']"
Sandcastles,"Rice, Luanne","[1, ""Honor Sullivan""]","['https://www.penguinrandomhouse.com/books/153777/sandcastles-by-luanne-rice/9780553587678/readers-guide/', 'https://www.goodreads.com/book/show/590754', 'https://www.barnesandnoble.com/w/sandcastles-luanne-rice/1145697317', 'https://luannerice.com/the-book-collection', 'https://luannerice.com/luanne-blog-news/sandcastles']"
Amplified Amplified 1,"Kelly, Tara","[1, ""Jasmine""]","['https://www.goodreads.com/book/show/7362638-amplified', 'https://www.yabookscentral.com/amplified/', 'https://www.barnesandnoble.com/w/amplified-tara-kelly/1100278547', 'https://openbooksociety.com/article/amplified-amplified-by-tara-kelly-obs-book-review/', 'https://jottedbyjena.com/2011/11/07/amplified-by-tara-kelly/']"
Let Go,"Puspitadewi, Windhy","[1, ""Sarah""]","['https://www.goodreads.com/characters/983597-sarah', 'https://www.goodreads.com/id/book/show/7363495', 'https://www.scribd.com/document/708819421/Touche-Rosetta-Windhy-Puspitadewi-Z-Library', 'https://www.instagram.com/p/CuMJxrdxUvY/', 'https://app.thestorygraph.com/book_reviews/99c519f5-7e8b-48c9-a6ad-e049e56b35d2']"
Breakfast with Buddha,"Merullo, Roland","[1, ""Cecilia Ringling""]","['https://en.wikipedia.org/wiki/Breakfast_with_Buddha', 'https://www.kirkusreviews.com/book-reviews/roland-merullo/breakfast-with-buddha/', 'https://www.goodreads.com/book/show/2368050', 'https://www.kwbu.org/art-and-culture/2016-06-23/likely-stories-lunch-with-buddha-by-roland-merullo', 'https://rusoffagency.com/book-info/book-group-guide-27/']"
Logans Run,"Nolan, William F.","[1, ""Jessica 6""]","[""https://en.wikipedia.org/wiki/Logan's_Run_(film)"", 'https://www.imdb.com/title/tt0074812/fullcredits/', ""https://en.wikipedia.org/wiki/Logan's_Run"", 'https://www.imdb.com/title/tt0074812/', 'https://www.goodreads.com/book/show/73654.Logan_s_Run']"
The Perfect Neighbor The MacGregors 10,"Roberts, Nora","[1, ""Cybil Campbell""]","['https://goodreads.com/book/show/73699.The_Perfect_Neighbor__The_MacGregors___9_', 'https://allaboutromance.com/book-review/the-perfect-neighbor/', 'https://bluemoodcafe.com/2021/12/08/the-perfect-neighbor-by-nora-roberts/', 'https://clarislam.ca/book-review-robert-cybil-the-winning-handthe-perfect-neighbor-by-nora-roberts/', 'https://app.thestorygraph.com/reviews/eb544477-353c-4f80-9453-f6246cc4f7e1']"
The Good Neighbor,"Quinn, Jay","[0, """"]","['https://www.booktopia.com.au/the-good-neighbor-jay-quinn/ebook/9781480497955.html', 'https://www.goodreads.com/book/show/21237784-back-where-he-started', 'https://earlybirdbooks.com/10-queer-books-to-celebrate-pride-month', 'https://www.goodreads.com/book/show/22072894-back-where-he-started?format=js&id=22072894-back-where-he-started&language_code=en&mobile_xhr=1&page=2&per_page=10', 'https://kling.biblionix.com/catalog/titles/']"
The Heist,"Swinson, Kiki","[1, ""Shannon Marshall""]","['https://www.goodreads.com/book/show/75159241', 'https://www.bookreferees.org/2015/11/11/review-the-heist-2-kiki-swanson-denesha-diamond/', 'https://www.barnesandnoble.com/w/the-heist-kiki-swinson/1100186305', 'https://www.libraryaware.com/288/NewsletterIssues/ViewIssue/e4994e69-3897-4eb5-aa05-4605108c1ebc?postId=0f7091de-5198-48f8-b4c5-aa51a44ab622', 'https://www.bookseriesinorder.com/kiki-swinson/']"
Gadiantons and the Silver Sword Tennis Shoes 2,"Heimerdinger, Chris","[0, """"]","['https://www.goodreads.com/topic/show/360693-erica-s-1-000-000-pages', 'https://www.goodreads.com/group/34157-one-million-pages-per-lifetime/comments/2835464-erica-storybookend', 'https://en.wikipedia.org/wiki/Tennis_Shoes_Adventure_Series', 'https://www.goodreads.com/book/show/73809.Gadiantons_and_the_Silver_Sword', 'https://www.seagullbook.com/tennis-shoes-vol-2-gadiantons-and-the-silver-sword-chris-heimerdinger.html']"
Small World,"Suter, Martin","[1, ""Simone""]","['https://blogs.timesofisrael.com/small-world-by-martin-suter/', 'https://www.webnovel.com/ask/t3909941117781090', 'https://artsfuse.org/142194/fuse-book-review-the-last-weynfeldt-the-virtues-of-a-wry-cosmopolitan-vibe/', 'https://www.goodreads.com/book/show/25329990-the-last-weynfeldt', 'https://www.swantower.com/2015/02/04/the-absence-of-women/']"
A Breach of Promise William Monk 9,"Perry, Anne","[1, ""Hester Latterly""]","['https://www.januarymagazine.com/crfiction/breach.html', 'http://www.publishersweekly.com/9780449908495', 'https://allaboutromance.com/book-review/a-breach-of-promise/', 'https://en.wikipedia.org/wiki/Anne_Perry', 'https://newbookrecommendation.com/summary-of-a-breach-of-promise-by-anne-perry-a-detailed-synopsis/']"
Breathe Undine 2,"Russon, Penni","[1, ""Undine""]","['https://www.goodreads.com/book/show/738547.Breathe', 'https://www.goodreads.com/book/show/11367083-undine', 'https://www.austlit.edu.au/austlit/page/A84180', 'https://www.barnesandnoble.com/w/breathe-penni-russon/1102655425', 'https://randomalex.net/tag/penni-russon/']"
 ,"Fitzgerald, F. Scott","[1, ""Daisy Buchanan""]","['https://johndclare.net/USA5_Fitzgerald.htm', 'http://mrsbowlin.weebly.com/uploads/1/2/6/2/12620922/women_in_fitzgeralds_fiction.pdf', 'https://digitalcommons.imsa.edu/cgi/viewcontent.cgi?article=1000&context=spring2010', 'https://digitalcommons.colby.edu/honorstheses/1159/', 'https://www.sparknotes.com/lit/gatsby/characters/']"
Taliesin The Pendragon Cycle 1,"Lawhead, Stephen R.","[1, ""Charis""]","['https://www.librarything.com/character/Taliesin', 'https://tanukicorner.com/2024/06/14/review-the-pendragon-cycle-was-interesting-spoilers/', 'https://www.goodreads.com/book/show/21022208-taliesin', 'https://www.imdb.com/title/tt23734948/', 'https://twilightswarden.wordpress.com/2011/02/17/taliesin-by-stephen-lawhead/']"
Burning Up,"Andersen, Susan","[1, ""Macy O'James""]","['https://www.goodreads.com/book/show/7390679-burning-up', 'https://susanandersen.com/books/burning.php', 'http://www.impressionsofareader.com/2010/09/review-burning-up-by-susan-andersen.html', 'https://clevnet.overdrive.com/clevnet-elyria/content/media/455078', 'https://www.barnesandnoble.com/w/burning-up-susan-andersen/1100344247']"
Pendragon The Pendragon Cycle 4,"Lawhead, Stephen R.","[1, ""Gwenhwyvar""]","['https://tanukicorner.com/2024/06/14/review-the-pendragon-cycle-was-interesting-spoilers/', 'https://www.imdb.com/title/tt23734948/', 'https://www.goodreads.com/book/show/73928.Pendragon', 'https://www.imdb.com/news/ni64248414/', 'https://puritanboard.com/threads/the-pendragon-cycle.17598/']"
The Silver Hand The Song of Albion 2,"Lawhead, Stephen R.","[0, """"]","['https://www.youtube.com/watch?v=vbeBmxp6NTM', 'https://www.goodreads.com/topic/show/1374521-what-are-you-reading-now?page=4', 'https://www.goodreads.com/topic/show/2209831-need-suggestions-form-picky-boyfriend-fantasy-reader', 'http://www.truebookaddict.com/2011/03/', 'https://tlslb.thrivelife.com/results/Resources/fetch.php/Blues_All_Around_Me_The_Autobiography_Of_B_B_King.pdf']"
Hood King Raven 1,"Lawhead, Stephen R.","[1, ""Merian""]","['https://www.goodreads.com/book/show/1467395', 'https://bookstakeyouplaces.com/2013/09/12/review-hood-by-stephen-lawhead/', 'http://cynsworkshop.com/2015/07/21/a-slow-but-inventive-retelling-review-of-hood-king-raven-trilogy-1/', 'https://robinhoodlegend.com/3123-2/', 'https://booknote.wordpress.com/2011/06/04/hood-by-stephen-r-lawhead/']"
The Paradise War The Song of Albion 1,"Lawhead, Stephen R.","[0, """"]","['https://www.goodreads.com/book/show/353794', 'https://app.thestorygraph.com/book_reviews/dd9543f4-3179-4bd7-a689-9d520cc6f831?page=8', 'https://www.enotes.com/topics/song-albion-trilogy', 'https://app.thestorygraph.com/book_reviews/dd9543f4-3179-4bd7-a689-9d520cc6f831?page=3', 'https://www.librarycat.org/lib/leni.stuff/item/165770090']"
Merlin The Pendragon Cycle 2,"Lawhead, Stephen R.","[1, ""Ganieda""]","['https://www.shortform.com/best-books/genre/best-arthurian-books-of-all-time', 'https://toppodcast.com/podcast_feeds/the-librocube/', 'https://tanukicorner.com/2024/06/14/review-the-pendragon-cycle-was-interesting-spoilers/', 'https://puritanboard.com/threads/the-pendragon-cycle.17598/', 'https://twilightswarden.wordpress.com/2011/10/26/book-review-merlin-by-stephen-lawhead/']"
The Eustace Diamonds Palliser 3,"Trollope, Anthony","[1, ""Lizzie Eustace""]","['https://trollopesociety.org/book/eustace-diamonds/', 'https://en.wikipedia.org/wiki/The_Eustace_Diamonds', 'https://www.ebsco.com/research-starters/literature-and-writing/eustace-diamonds-analysis-major-characters', 'https://www.enotes.com/topics/eustace-diamonds/characters', 'https://secondchances636.wordpress.com/2020/03/31/the-abominable-heroine-the-eustace-diamonds-by-anthony-trollope-1871/']"
Lorna Doone,"Blackmore, R.D.","[1, ""Lorna Doone""]","['https://en.wikipedia.org/wiki/Lorna_Doone', 'https://www.bookrags.com/shortguide-lorna-doone/themesandcharacters.html', 'https://app.thestorygraph.com/book_reviews/a4abadb1-06f5-4453-bf7b-f7a4513fc912?page=5', 'https://www.enotes.com/topics/lorna-doone/characters', 'https://www.ebsco.com/research-starters/literature-and-writing/lorna-doone-analysis-major-characters']"
Love Story Love Story 1,"Segal, Erich","[1, ""Jennifer Cavilleri""]","['https://www.goodreads.com/characters/978238-jennifer-cavilleri', 'https://www.goodreads.com/book/show/73968.Love_Story', 'https://www.romance.io/topics/newest/death,college/27', 'https://en.wikipedia.org/wiki/Love_Story_(novel)', 'https://www.enotes.com/topics/love-story/characters']"
Bambi Bambi 1,"Salten, Felix","[1, ""Faline""]","['https://digitalcommons.cedarville.edu/cgi/viewcontent.cgi?article=1267&context=rs_symposium', 'https://en.wikipedia.org/wiki/Bambi_(character)', 'https://en.wikipedia.org/wiki/Bambi', 'https://boards.straightdope.com/t/if-bambi-is-male/574870', 'https://en.wikifur.com/wiki/Bambi_(movie)']"
Saint Francis,"Kazantzakis, Nikos","[0, """"]","['https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2090&context=clcweb', 'https://digital.library.unt.edu/ark:/67531/metadc130814/m2/1/high_res_d/n_03495.pdf', 'https://theimaginativeconservative.org/2023/10/chesterton-kazantzakis-saint-francis-daniel-j-sundahl.html', 'https://www.degruyterbrill.com/document/doi/10.1515/9781400824427.547/html', 'https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=1065&context=clcweb']"
Hell to Pay Nightside 7,"Green, Simon R.","[0, """"]","['https://www.goodreads.com/book/show/8161848', 'https://www.goodreads.com/topic/show/389365-september-discussion-something-from-the-nightside-spoilers', 'https://kddidit.com/blog/reviews-by-title/', 'https://s.gr-assets.com/list/show/5181._Urban_Fantasy_With_Male_Lead_Characters?page=6', 'https://ro.scribd.com/document/69019260/Book-LIST-8000-Kindle']"
Secondhand Bride McKettricks 3,"Miller, Linda Lael","[1, ""Chloe""]","['https://www.goodreads.com/book/show/3590679', 'https://www.goodreads.com/book/show/6041857-secondhand-bride', 'https://www.romance.io/authors/545535008c7d2382c52973fe/linda-lael-miller', 'https://www.romance.io/topics/best/cowboys,historical/9', 'https://yutan.biblionix.com/catalog/titles/']"
Dont Look Now Look Trilogy 1,"Miller, Linda Lael","[1, ""Clare Westbrook""]","['https://www.goodreads.com/book/show/74014', 'https://www.goodreads.com/book/show/74014.Don_t_Look_Now', 'https://www.publishersweekly.com/pw/authorpage/linda-lael-miller.html', 'https://www.fantasticfiction.com/m/linda-lael-miller/', 'https://www.fictiondb.com/author/linda-lael-miller~5280.htm']"
Nightshade Nightshade 1 Nightshade World 4,"Cremer, Andrea","[1, ""Calla Tor""]","['https://foreveryoungadult.com/book-report/she-can-control-her-pack-but-not-her-heart/', 'https://www.goodreads.com/list/book/7402393', 'https://sobrief.com/books/nightshade', 'https://www.goodreads.com/list/book/7402393?page=12', 'https://app.thestorygraph.com/book_reviews/4d45e8ad-ca17-4d3c-a5e7-3571b45a74a7?page=11']"
Kissing Sin Riley Jenson Guardian 2,"Arthur, Keri","[1, ""Riley Jenson""]","['https://www.goodreads.com/book/show/74043.Kissing_Sin', 'https://www.risingshadow.net/book/14300-kissing-sin', 'https://www.whatshouldireadnext.com/isbn/055358846X', 'https://app.thestorygraph.com/book_reviews/a97a73ac-94a2-408b-9b9a-6ed00f8dd6ac?page=7', 'https://bookishvalhalla.org/a-scathing-review-of-the-riley-jenson-guardian-series-by-keri-arthur/']"
Dangerous Games Riley Jenson Guardian 4,"Arthur, Keri","[1, ""Riley Jenson""]","['https://goodreads.com/book/show/74045.Dangerous_Games__Riley_Jenson_Guardian__4_', 'https://www.romance.io/topics/best/tycoon,bear%20shifter/1', 'https://www.romance.io/topics/best/tycoon,non-human-heroine/2', 'https://www.risingshadow.net/book/14300-kissing-sin', 'https://www.shortform.com/best-books/genre/best-werewolf-romance-books-of-all-time']"
Tempting Evil Riley Jenson Guardian 3,"Arthur, Keri","[1, ""Riley Jenson""]","['https://keikiieatsbooks.wordpress.com/2018/11/03/tempting-evil-by-keri-arthur-book-three-of-riley-jenson-guardian-4-stars/', 'https://www.penguinrandomhouse.com/series/RJG/riley-jenson-guardian/', 'https://www.goodreads.com/series/40949-riley-jenson-guardian', 'https://www.keriarthur.com/books/riley-jenson-guardian-series/tempting-evil/', 'https://www.maryse.net/reading-order-guide/keri-arthur-riley-jenson-guardian-series-reading-order.html']"
Rock Chick Rescue Rock Chick 2,"Ashley, Kristen","[1, ""Jet McAlister""]","['https://www.goodreads.com/book/show/7405450', 'https://allaboutromance.com/book-review/rock-chick-rescue-by-kristen-ashley/', 'http://www.mustreadbooksordie.com/2013/06/the-rock-chicks-series-by-kristen.html', 'https://unconventionalbookworms.com/review-rock-chick-rescue-kristen-ashley/?replytocom=30725', 'https://bluemoodcafe.com/2021/11/15/rock-chick-rescue-by-kristen-ashley-kristenashley68-ohsusannahjones-audiblestudios/']"
Until You Westmoreland 3,"McNaught, Judith","[1, ""Sheridan Bromleigh""]","['https://www.goodreads.com/book/show/129618.Until_You', 'https://www.goodreads.com/book/show/129618', 'https://openlibrary.org/books/OL7664734M/Whitney_My_Love', 'https://www.shortform.com/best-books/genre/best-historical-romance-books-of-all-time', 'https://s.gr-assets.com/list/show/4149.best_not_paranormal_romances']"
The Color of Light,"White, Karen","[1, ""Jillian Parrish""]","['https://www.karen-white.com/standalones/the-color-of-light/', 'https://www.goodreads.com/book/show/740854.The_Color_of_Light', 'https://www.goodreads.com/book/show/134439179-the-color-of-light-by-karen-white', 'https://www.penguinrandomhouse.com/books/294810/the-color-of-light-by-karen-white/9780451215116/readers-guide/', 'https://nanaswhimsies.com/tag/karen-white/']"
My Brother Jack,"Johnston, George","[0, """"]","['https://en.wikipedia.org/wiki/My_Brother_Jack', 'https://www.gradesaver.com/my-brother-jack/study-guide/character-list', 'https://www.imdb.com/title/tt0256564/', 'https://www.cherylmtaylor.com/2020/05/02/george-johnstons-my-brother-jack/', 'https://squawkingalah.com.au/tag/my-brother-jack/']"
Nauti Nights Nauti 2,"Leigh, Lora","[1, ""Janey Mackay""]","['https://www.romance.io/authors/5455257f8c7d2382e0413e67/lora-leigh?show=series', 'https://www.goodreads.com/topic/show/454412-current-lora-leigh-read?page=2', 'https://www.romance.io/topics/most/explicit-plentiful,contemporary/46', 'https://www.goodreads.com/topic/show/171611-kenjii-s-thoughts', 'https://s.gr-assets.com/genres/erotic-contemporary']"
Tall Story,"Gourlay, Candy","[1, ""Andi""]","['https://www.letterpressproject.co.uk/inspiring-young-readers/2015-12-16/tall-story', 'https://www.goodreads.com/book/show/51618794', 'https://www.candygourlay.com/p/tall-story.html', 'https://quippe.livejournal.com/85967.html', 'https://www.bookbrowse.com/reviews/index.cfm/book_number/2534/tall-story']"
Dragongirl Pern 21,"McCaffrey, Todd","[1, ""Fiona""]","['https://en.wikipedia.org/wiki/List_of_Dragonriders_of_Pern_characters', 'https://jabberwockybookshop.com/book/9781501296635', 'https://unionavebooks.com/book/9781501296635', 'https://www.penguinrandomhouse.com/series/PN2/dragonriders-of-pern/', 'https://www.goodreads.com/book/show/7416872-dragongirl']"
The Pipers Son,"Marchetta, Melina","[1, ""Georgie""]","['https://www.goodreads.com/book/show/7417780-the-piper-s-son', 'https://rhapsodyinbooks.wordpress.com/2012/07/24/review-of-the-pipers-son-by-melina-marchetta/', 'https://chalklettersbooks.wordpress.com/2022/11/10/the-pipers-son-by-melina-marchetta-reread-review/', 'https://melinamarchetta.com.au/novelsfrancesca-html/', 'https://jackieleasommers.com/category/melina-marchetta-2/melina-marchetta-melina-marchetta/']"
Mnsters Fall Inspector Van Veeteren 6,h-kan-nesser,"[0, """"]","['https://weare.biblionix.com/catalog/titles/', 'http://www.unclehugo.com/prod/Newsletter94-2column.pdf', 'https://waterboro.biblionix.com/catalog/titles/', 'https://data.seattle.gov/api/views/tmmm-ytt6/rows.csv?accessType=DOWNLOAD&api_foundry=true', 'http://www.unclehugo.com/prod/Newsletter94-largeprint.pdf']"
Bloomability,"Creech, Sharon","[1, ""Dinnie Doone""]","['https://en.wikipedia.org/wiki/Bloomability', 'https://www.goodreads.com/book/show/2193302', 'https://sharoncreech.com/books/9780061762321/bloomability', 'https://www.adlit.org/books-and-authors/reading-discussion-guides/bloomability-sharon-creech', 'https://www.enotes.com/topics/bloomability/characters']"
Luck in the Shadows Nightrunner 1,"Flewelling, Lynn","[0, """"]","['https://www.goodreads.com/book/show/9636143-luck-in-the-shadows', 'https://en.wikipedia.org/wiki/The_Nightrunner_Series', 'https://reviews.booksthatburn.com/2022/10/flewelling-luck.html', 'https://thej2bee.livejournal.com/44878.html', 'https://www.goodreads.com/book/74270.Luck_in_the_Shadows/questions']"
The Oracles Queen The Tamr Triad 3,"Flewelling, Lynn","[1, ""Tamír í Ariani Gherilain""]","['https://www.goodreads.com/book/show/28222222', 'https://app.thestorygraph.com/book_reviews/01dc8256-488c-430f-ade3-7ea2c90a0a0d', 'https://www.goodreads.com/book/74271/questions', 'https://www.julietemckenna.com/other/reviews/446-2/', 'https://en.wikipedia.org/wiki/Tam%C3%ADr_Triad']"
Traitors Moon Nightrunner 3,"Flewelling, Lynn","[1, ""Queen's youngest daughter""]","[""https://en.wikipedia.org/wiki/Traitor's_Moon"", 'https://en.wikipedia.org/wiki/The_Nightrunner_Series', 'https://yabookscentral.com/nightrunner-vol-3-traitors-moon/', 'https://www.barnesandnoble.com/blog/sci-fi-fantasy/throwback-thursday-irresistible-theives-and-refreshing-sexuality-in-the-nightrunner-series/', 'https://www.goodreads.com/topic/show/22651075-traitor-s-moon-nightrunner-3-march-3-2024']"
Hidden Warrior The Tamr Triad 2,"Flewelling, Lynn","[0, """"]","['https://blog.sipeed.com/book/publication/Documents/hidden_warrior_the_tamr_triad_2_by_lynn_flewelling.pdf', 'https://www2.parklanejewelry.com/data/uploaded-files/index.jsp/Velveteen_By_Daniel_Marks.pdf', 'https://en.wikipedia.org/wiki/Hidden_Warrior', 'https://www.goodreads.com/book/show/12588925-hidden-warrior', 'https://en.wikipedia.org/wiki/Tam%C3%ADr_Triad']"
Stalking Darkness Nightrunner 2,"Flewelling, Lynn","[0, """"]","['https://www.goodreads.com/book/show/74275.Stalking_Darkness', 'https://reviews.booksthatburn.com/2022/10/flewelling-darkness.html', 'https://en.wikipedia.org/wiki/The_Nightrunner_Series', 'https://yabookscentral.com/nightrunner-vol-2-stalking-darkness/', 'https://www.romance.io/series/58fe0b1c9096bf31c42d2f6b/nightrunner']"
Dead Is Just A Rumor Dead Is 4,"Perez, Marlene","[1, ""Daisy Giordano""]","['https://www.goodreads.com/book/show/8739748', 'https://app.thestorygraph.com/book_reviews/602327c7-728d-4ab0-945c-56d190041842?page=3', 'https://yabookscentral.com/dead-is-just-a-rumor/', 'https://www.goodreads.com/book/show/7430195-dead-is-just-a-rumor', 'https://www.hideawayusedbooks.com/products/author/,%20%5B%5D/~/product_title_desc?page=297']"
Dead Is Not An Option Dead Is 5,"Perez, Marlene","[1, ""Daisy Giordano""]","['https://www.goodreads.com/book/show/7430203-dead-is-not-an-option', 'https://app.thestorygraph.com/book_reviews/0a3bba97-2f5d-4dd7-85d8-4b163757c22d?page=2', 'https://app.thestorygraph.com/reviews/5bb10bfc-1a4c-499a-ae07-adeacac5c2da', 'https://www.copperfieldsbooks.net/products/category/366/~/product_author_desc?page=27', 'https://bookshare.org/browse/category?resultsView=LIST&offset=9500&limit=50&key=Parenting+and+Family']"
The Clan of the Cave Bear the Valley of Horses the Mammoth Hunters the Plains of Passage Earths Children 14,"Auel, Jean M.","[1, ""Ayla""]","[""https://en.wikipedia.org/wiki/Earth's_Children"", ""https://en.wikipedia.org/wiki/Ayla_(Earth's_Children)"", 'https://neilgaiman.com/extras/neilgaimanboard.com/eve/forums/a/tpc/f/963601826/m/46620600051.html', 'https://www.cerealatmidnight.com/2020/01/the-creature-columns-earths-children.html', 'https://www.pinterest.com/pin/ayla-the-main-character-of-earths-children-series--288863763615748642/']"
Beyond the Highland Mist Highlander 1,"Moning, Karen Marie","[1, ""Adrienne de Simone""]","['https://www.aboutthatstory.com/2021/08/book-review-beyond-highland-mist.html', 'https://www.maryse.net/books/karen-marie-moning-books/book-review-beyond-the-highland-mist-by-karen-marie-moning.html', 'https://www.ksquaredreads.com/home/Review-Beyond-the-Highland-Mist', 'https://www.purduealumnus.org/karen-marie-moning/features/', 'http://top10romancebooks.com/reviews/review-beyond-highland-mist/']"
People of the Mist North Americas Forgotten Past 9,"Gear, Kathleen O'Neal","[0, """"]","['https://www.goodreads.com/book/show/896169', 'https://metrolibrary.overdrive.com/media/900239', 'https://www.kirkusreviews.com/book-reviews/kathleen-oneal-gear/people-of-the-mist/', 'https://www.powells.com/book/people-of-the-mist-9780812515602', 'https://www.barnesandnoble.com/w/people-of-the-mist-kathleen-oneal-gear/1103279655']"
Naked Lunch,"Burroughs, William S.","[0, """"]","['https://en.wikipedia.org/wiki/Naked_Lunch', 'https://www.enotes.com/topics/naked-lunch/characters', 'https://www.gradesaver.com/naked-lunch/study-guide/character-list', 'https://www.riotmaterial.com/william-burroughs-naked-lunch-review/', 'https://myumbrella.co/william-burroughs-was-probably-misogynistic-and-racist-but-we-should-still-read-his-work/']"
The Plains of Passage Earths Children 4,"Auel, Jean M.","[1, ""Ayla""]","['https://en.wikipedia.org/wiki/The_Plains_of_Passage', 'http://thewildbloginthewest.blogspot.com/2013/05/the-plains-of-passage-ayla-ascends.html', 'https://dgs.swanlibraries.net/GroupedWork/a33436b1-940c-4ecd-a481-f9dd4aab3f45-eng/Home?searchId=159193287&recordIndex=18&page=1&searchSource=local', 'https://www.britannica.com/topic/The-Plains-of-Passage', 'http://valsrandomcomments.blogspot.com/2013/10/the-plains-of-passage-jean-m-auel.html']"
Necessary Evils Left Behind Political 3,"Hart, Neesa","[0, """"]","['https://www.goodreads.com/book/show/743941.Necessary_Evils', 'https://www.goodreads.com/author/show/394069.Neesa_Hart', 'https://www2.parklanejewelry.com/results/virtual-library/Documents/Necessary%20Evils%20Left%20Behind%20Political%203%20By%20Neesa%20Hart.pdf', 'https://s.gr-assets.com/list/show/15752.Left_Behind_Series', 'https://oceanofpdf.com/category/authors/neesa-hart/']"
The Deptford Trilogy,"Davies, Robertson","[0, """"]","['https://triumphofthenow.com/2021/02/18/the-deptford-trilogy-by-robertson-davies/', 'https://en.wikipedia.org/wiki/The_Deptford_Trilogy', 'https://secondchances636.wordpress.com/2019/02/22/oh-canada-the-deptford-trilogy-by-robertson-davies/', 'https://www.ebsco.com/research-starters/literature-and-writing/deptford-trilogy-analysis-major-characters', 'https://www.goodreads.com/book/show/347862']"
